Time,RobotMode,AutoToRun,LoopTime,BatteryVoltage,Gyro,LeftMotor,LeftEncoder,RightMotor,RightEncoder,PIDTarget,PIDCurrent,PIDINPosition,ElevatorMotorValue,ElevatorAmperage,TopOvertravel,ButtomOvertravel,PIDCurrentState,AutoStackState,GripperState,CompressorStatus,CompressorAmperage, ErrorStatus, ErrorCode, ErrorSource
07:58:33.035 PM 04/16/2015,Teleop Enabled,0.000000,20.000000,13.050000,359.861859,-0.000000,0.000000,0.000000,0.000000,-1.000000,0.000000,TRUE,-0.300000,0.000000,TRUE,FALSE,ResetForward,Disabled,FALSE,FALSE,0.000000,TRUE,-44003.000000,WPI_CameraIssue HTTP Request with Authentication.vi>>WPI_CameraIssue Get.vi>>WPI_CameraSet Image Appearance Property.vi>>WPI_CameraSet Image Size.vi>>Vision Processing.vi>>Robot Main.vi
<time>Thu 16 Apr 2015 07:57:28 PM EDT<unique#>10
07:58:33.136 PM 04/16/2015,Teleop Enabled,0.000000,18.000000,12.950000,359.907349,-0.000000,0.000000,0.000000,0.000000,-1.000000,1.250000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,FALSE,0.000000,FALSE,0.000000,NO ERROR
07:58:33.236 PM 04/16/2015,Teleop Enabled,0.000000,20.000000,13.050000,359.892433,-0.000000,0.000000,0.000000,0.000000,-1.000000,1.750000,TRUE,0.000000,4.875000,TRUE,FALSE,ManualControl,Disabled,FALSE,FALSE,0.000000,FALSE,0.000000,NO ERROR
07:58:33.336 PM 04/16/2015,Teleop Enabled,0.000000,21.000000,13.000000,359.895978,-0.000000,0.000000,0.000000,0.000000,-1.000000,1.750000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,FALSE,0.000000,FALSE,0.000000,NO ERROR
07:58:33.436 PM 04/16/2015,Teleop Enabled,0.000000,21.000000,13.000000,359.895677,-0.000000,0.000000,0.000000,0.000000,-1.000000,1.750000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,FALSE,0.000000,FALSE,0.000000,NO ERROR
07:58:33.537 PM 04/16/2015,Teleop Enabled,0.000000,20.000000,13.000000,359.895629,-0.000000,0.000000,0.000000,0.000000,-1.000000,1.750000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,FALSE,0.000000,FALSE,0.000000,NO ERROR
07:58:33.637 PM 04/16/2015,Teleop Enabled,0.000000,20.000000,13.000000,359.896658,-0.000000,0.000000,0.000000,0.000000,-1.000000,1.750000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,FALSE,0.000000,FALSE,0.000000,NO ERROR
07:58:33.738 PM 04/16/2015,Teleop Enabled,0.000000,13.000000,13.000000,359.900120,-0.000000,0.000000,0.000000,0.000000,-1.000000,1.750000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,FALSE,0.000000,FALSE,0.000000,NO ERROR
07:58:33.838 PM 04/16/2015,Teleop Enabled,0.000000,17.000000,13.050000,359.896839,-0.000000,0.000000,0.000000,0.000000,-1.000000,1.750000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,FALSE,0.000000,FALSE,0.000000,NO ERROR
07:58:33.938 PM 04/16/2015,Teleop Enabled,0.000000,21.000000,13.050000,359.887891,-0.000000,0.000000,0.000000,0.000000,-1.000000,1.750000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,FALSE,0.000000,FALSE,0.000000,NO ERROR
07:58:34.039 PM 04/16/2015,Teleop Enabled,0.000000,20.000000,13.050000,359.883998,-0.000000,0.000000,0.000000,0.000000,-1.000000,1.750000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,FALSE,0.000000,FALSE,0.000000,NO ERROR
07:58:34.140 PM 04/16/2015,Teleop Enabled,0.000000,29.000000,13.050000,359.886937,-0.000000,0.000000,0.000000,0.000000,-1.000000,1.750000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,FALSE,0.000000,FALSE,0.000000,NO ERROR
07:58:34.240 PM 04/16/2015,Teleop Enabled,0.000000,14.000000,13.050000,359.898896,-0.000000,0.000000,0.000000,0.000000,-1.000000,1.750000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,FALSE,0.000000,FALSE,0.000000,NO ERROR
07:58:34.339 PM 04/16/2015,Teleop Enabled,0.000000,15.000000,13.050000,359.900828,-0.000000,0.000000,0.000000,0.000000,-1.000000,1.750000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,FALSE,0.000000,FALSE,0.000000,NO ERROR
07:58:34.440 PM 04/16/2015,Teleop Enabled,0.000000,15.000000,13.000000,359.904334,-0.000000,0.000000,0.000000,0.000000,-1.000000,1.750000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,FALSE,0.000000,FALSE,0.000000,NO ERROR
07:58:34.541 PM 04/16/2015,Teleop Enabled,0.000000,17.000000,13.000000,359.908299,-0.000000,0.000000,0.000000,0.000000,-1.000000,1.750000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,FALSE,0.000000,FALSE,0.000000,NO ERROR
07:58:34.641 PM 04/16/2015,Teleop Enabled,0.000000,16.000000,13.000000,359.906683,-0.000000,0.000000,0.000000,0.000000,-1.000000,1.750000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,FALSE,0.000000,FALSE,0.000000,NO ERROR
07:58:34.742 PM 04/16/2015,Teleop Enabled,0.000000,20.000000,13.000000,359.906098,-0.000000,0.000000,0.000000,0.000000,-1.000000,1.750000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,FALSE,0.000000,FALSE,0.000000,NO ERROR
07:58:34.843 PM 04/16/2015,Teleop Enabled,0.000000,20.000000,13.050000,359.918396,-0.000000,0.000000,0.000000,0.000000,-1.000000,1.750000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,FALSE,0.000000,FALSE,0.000000,NO ERROR
07:58:34.943 PM 04/16/2015,Teleop Enabled,0.000000,20.000000,13.000000,359.913693,-0.000000,0.000000,0.000000,0.000000,-1.000000,1.750000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,FALSE,0.000000,FALSE,0.000000,NO ERROR
07:58:35.044 PM 04/16/2015,Teleop Enabled,0.000000,21.000000,13.050000,359.925321,-0.000000,0.000000,0.000000,0.000000,-1.000000,1.750000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,FALSE,0.000000,FALSE,0.000000,NO ERROR
07:58:35.146 PM 04/16/2015,Teleop Enabled,0.000000,20.000000,13.050000,359.924876,-0.000000,0.000000,0.000000,0.000000,-1.000000,1.750000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,FALSE,0.000000,FALSE,0.000000,NO ERROR
07:58:35.246 PM 04/16/2015,Teleop Enabled,0.000000,20.000000,13.050000,359.918468,-0.000000,0.000000,0.000000,0.000000,-1.000000,1.750000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,FALSE,0.000000,FALSE,0.000000,NO ERROR
07:58:35.346 PM 04/16/2015,Teleop Enabled,0.000000,19.000000,13.000000,359.924432,-0.000000,0.000000,0.000000,0.000000,-1.000000,1.750000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,FALSE,0.000000,FALSE,0.000000,NO ERROR
07:58:35.446 PM 04/16/2015,Teleop Enabled,0.000000,21.000000,13.000000,359.926855,-0.000000,0.000000,0.000000,0.000000,-1.000000,1.750000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,FALSE,0.000000,FALSE,0.000000,NO ERROR
07:58:35.546 PM 04/16/2015,Teleop Enabled,0.000000,23.000000,13.000000,359.931306,-0.000000,0.000000,0.000000,0.000000,-1.000000,1.750000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,FALSE,0.000000,FALSE,0.000000,NO ERROR
07:58:35.646 PM 04/16/2015,Teleop Enabled,0.000000,24.000000,13.000000,359.928766,-0.000000,0.000000,0.000000,0.000000,-1.000000,1.750000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,FALSE,0.000000,FALSE,0.000000,NO ERROR
07:58:35.746 PM 04/16/2015,Teleop Enabled,0.000000,23.000000,13.000000,359.930714,-0.000000,0.000000,0.000000,0.000000,-1.000000,1.750000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,FALSE,0.000000,FALSE,0.000000,NO ERROR
07:58:35.847 PM 04/16/2015,Teleop Enabled,0.000000,22.000000,13.050000,359.935294,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.250000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,FALSE,0.000000,FALSE,0.000000,NO ERROR
07:58:35.948 PM 04/16/2015,Teleop Enabled,0.000000,22.000000,12.850000,359.936925,-0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,TRUE,0.000000,4.625000,TRUE,FALSE,ManualControl,Disabled,FALSE,FALSE,0.000000,FALSE,0.000000,NO ERROR
07:58:36.048 PM 04/16/2015,Teleop Enabled,0.000000,19.000000,13.000000,359.937226,-0.000000,0.000000,0.000000,0.000000,-1.000000,0.500000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,FALSE,0.000000,FALSE,0.000000,NO ERROR
07:58:36.148 PM 04/16/2015,Teleop Enabled,0.000000,20.000000,13.050000,359.936802,-0.000000,0.000000,0.000000,0.000000,-1.000000,0.500000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,FALSE,0.000000,FALSE,0.000000,NO ERROR
07:58:36.249 PM 04/16/2015,Teleop Enabled,0.000000,19.000000,13.050000,359.946878,-0.000000,0.000000,0.000000,0.000000,-1.000000,0.500000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,FALSE,0.000000,FALSE,0.000000,NO ERROR
07:58:36.349 PM 04/16/2015,Teleop Enabled,0.000000,21.000000,13.000000,359.950487,-0.000000,0.000000,0.000000,0.000000,-1.000000,0.500000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,FALSE,0.000000,FALSE,0.000000,NO ERROR
07:58:36.449 PM 04/16/2015,Teleop Enabled,0.000000,20.000000,13.000000,359.945832,-0.000000,0.000000,0.000000,0.000000,-1.000000,0.500000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,FALSE,0.000000,FALSE,0.000000,NO ERROR
07:58:36.550 PM 04/16/2015,Teleop Enabled,0.000000,20.000000,13.000000,359.951571,-0.000000,0.000000,0.000000,0.000000,-1.000000,0.500000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,FALSE,0.000000,FALSE,0.000000,NO ERROR
07:58:36.650 PM 04/16/2015,Teleop Enabled,0.000000,20.000000,13.000000,359.950193,-0.000000,0.000000,0.000000,0.000000,-1.000000,0.500000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,FALSE,0.000000,FALSE,0.000000,NO ERROR
07:58:36.751 PM 04/16/2015,Teleop Enabled,0.000000,19.000000,13.000000,359.947804,-0.000000,0.000000,0.000000,0.000000,-1.000000,0.500000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,FALSE,0.000000,FALSE,0.000000,NO ERROR
07:58:36.852 PM 04/16/2015,Teleop Enabled,0.000000,21.000000,13.050000,359.943624,-0.000000,0.000000,0.000000,0.000000,-1.000000,0.500000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,FALSE,0.000000,FALSE,0.000000,NO ERROR
07:58:36.952 PM 04/16/2015,Teleop Enabled,0.000000,19.000000,13.000000,359.942407,-0.000000,0.000000,0.000000,0.000000,-1.000000,0.500000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,FALSE,0.000000,FALSE,0.000000,NO ERROR
07:58:37.053 PM 04/16/2015,Teleop Enabled,0.000000,20.000000,13.050000,359.940008,-0.000000,0.000000,0.000000,0.000000,-1.000000,0.500000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,FALSE,0.000000,FALSE,0.000000,NO ERROR
07:58:37.153 PM 04/16/2015,Teleop Enabled,0.000000,19.000000,13.000000,359.932669,-0.000000,0.000000,0.000000,0.000000,-1.000000,0.500000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,FALSE,0.000000,FALSE,0.000000,NO ERROR
07:58:37.253 PM 04/16/2015,Teleop Enabled,0.000000,20.000000,13.050000,359.932034,-0.000000,0.000000,0.000000,0.000000,-1.000000,0.500000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,FALSE,0.000000,FALSE,0.000000,NO ERROR
07:58:37.352 PM 04/16/2015,Teleop Enabled,0.000000,21.000000,13.000000,359.939553,-0.000000,0.000000,0.000000,0.000000,-1.000000,0.500000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,FALSE,0.000000,FALSE,0.000000,NO ERROR
07:58:37.453 PM 04/16/2015,Teleop Enabled,0.000000,20.000000,13.000000,359.939034,-0.000000,0.000000,0.000000,0.000000,-1.000000,0.500000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,FALSE,0.000000,FALSE,0.000000,NO ERROR
07:58:37.553 PM 04/16/2015,Teleop Enabled,0.000000,17.000000,13.000000,359.936135,-0.000000,0.000000,0.000000,0.000000,-1.000000,0.500000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,FALSE,0.000000,FALSE,0.000000,NO ERROR
07:58:37.652 PM 04/16/2015,Teleop Enabled,0.000000,21.000000,13.000000,359.934727,-0.000000,0.000000,0.000000,0.000000,-1.000000,0.500000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,FALSE,0.000000,FALSE,0.000000,NO ERROR
07:58:37.753 PM 04/16/2015,Teleop Enabled,0.000000,12.000000,13.000000,359.926155,-0.000000,0.000000,0.000000,0.000000,-1.000000,0.500000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,FALSE,0.000000,FALSE,0.000000,NO ERROR
07:58:37.853 PM 04/16/2015,Teleop Enabled,0.000000,12.000000,13.050000,359.913177,-0.000000,0.000000,0.000000,0.000000,-1.000000,0.500000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,FALSE,0.000000,FALSE,0.000000,NO ERROR
07:58:37.954 PM 04/16/2015,Teleop Enabled,0.000000,16.000000,13.000000,359.900701,-0.000000,0.000000,0.000000,0.000000,-1.000000,0.500000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,FALSE,0.000000,FALSE,0.000000,NO ERROR
07:58:38.053 PM 04/16/2015,Teleop Enabled,0.000000,11.000000,13.050000,359.900267,-0.000000,0.000000,0.000000,0.000000,-1.000000,0.500000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,FALSE,0.000000,FALSE,0.000000,NO ERROR
07:58:38.155 PM 04/16/2015,Teleop Enabled,0.000000,21.000000,13.050000,359.907770,-0.000000,0.000000,0.000000,0.000000,-1.000000,0.500000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,FALSE,0.000000,FALSE,0.000000,NO ERROR
07:58:38.255 PM 04/16/2015,Teleop Enabled,0.000000,21.000000,13.050000,359.894750,-0.000000,0.000000,0.000000,0.000000,-1.000000,0.500000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,FALSE,0.000000,FALSE,0.000000,NO ERROR
