Time,RobotMode,AutoToRun,LoopTime,BatteryVoltage,Gyro,LeftMotor,LeftEncoder,RightMotor,RightEncoder,PIDTarget,PIDCurrent,PIDINPosition,ElevatorMotorValue,ElevatorAmperage,TopOvertravel,ButtomOvertravel,PIDCurrentState,AutoStackState,GripperState,CompressorStatus,CompressorAmperage
07:49:47.024 PM 03/26/2015,Teleop Enabled,0.000000,21.000000,12.200000,1.912302,-0.000000,0.000000,0.000000,0.000000,0.000000,0.250000,TRUE,0.300000,0.000000,TRUE,TRUE,ResetBack,Disabled,FALSE,FALSE,0.000000
07:49:47.125 PM 03/26/2015,Teleop Enabled,0.000000,20.000000,10.250000,1.918280,-0.000000,0.000000,0.000000,0.000000,0.000000,6.000000,FALSE,0.300000,3.125000,TRUE,TRUE,ResetBack,Disabled,FALSE,TRUE,8.937500
07:49:47.229 PM 03/26/2015,Teleop Enabled,0.000000,21.000000,10.300000,1.925817,-0.000000,0.000000,0.000000,0.000000,0.000000,12.500000,FALSE,0.300000,3.250000,TRUE,TRUE,ResetBack,Disabled,FALSE,TRUE,6.000000
07:49:47.331 PM 03/26/2015,Teleop Enabled,0.000000,19.000000,10.100000,1.925841,-0.000000,0.000000,0.000000,0.000000,0.000000,17.750000,FALSE,0.300000,3.250000,TRUE,TRUE,ResetBack,Disabled,FALSE,TRUE,6.000000
07:49:47.433 PM 03/26/2015,Teleop Enabled,0.000000,20.000000,10.050000,1.924757,-0.000000,0.000000,0.000000,0.000000,0.000000,23.500000,FALSE,0.300000,3.125000,TRUE,TRUE,ResetBack,Disabled,FALSE,TRUE,6.093750
07:49:47.534 PM 03/26/2015,Teleop Enabled,0.000000,20.000000,10.100000,1.930571,-0.000000,0.000000,0.000000,0.000000,0.000000,29.250000,FALSE,0.300000,3.000000,TRUE,TRUE,ResetBack,Disabled,FALSE,TRUE,6.000000
07:49:47.637 PM 03/26/2015,Teleop Enabled,0.000000,20.000000,8.750000,1.933763,-0.000000,0.000000,0.000000,0.000000,0.000000,-2.250000,TRUE,0.000125,2.750000,TRUE,TRUE,PIDControl,Disabled,FALSE,TRUE,5.187500
07:49:47.739 PM 03/26/2015,Teleop Enabled,0.000000,20.000000,10.250000,1.944735,-0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,TRUE,-0.031625,40.000000,TRUE,TRUE,PIDControl,Disabled,FALSE,TRUE,7.406250
07:49:47.843 PM 03/26/2015,Teleop Enabled,0.000000,21.000000,10.250000,1.944373,-0.000000,0.000000,0.000000,0.000000,0.000000,-1.250000,TRUE,0.084625,6.125000,TRUE,TRUE,PIDControl,Disabled,TRUE,TRUE,6.375000
07:49:47.944 PM 03/26/2015,Teleop Enabled,0.000000,19.000000,10.250000,1.936467,-0.000000,0.000000,0.000000,0.000000,0.000000,-1.250000,TRUE,0.059250,0.000000,TRUE,TRUE,PIDControl,Disabled,TRUE,TRUE,6.250000
