Time,RobotMode,LeftMotorValue,JoyOneAxis1,RightMotorValue,JoyOneAxis4,JoyOneAxis5,StrafeMotorValue,JoyTwoAxis1,ElevatorMotorValue,ElevatorAmperage,JoyTwoAxis5,PIDTarget, PIDCurrentValue,
PIDCurrentState,AutoStackState
03:58:58.050 PM 02/22/2015,Autonomous Enabled,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.250000,0.000000,0.000000,-1.000000,ManualControl,Disabled
03:58:58.151 PM 02/22/2015,Autonomous Enabled,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.250000,0.000000,-1.000000,-0.750000,ManualControl,Disabled
03:58:58.252 PM 02/22/2015,Autonomous Enabled,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.250000,0.000000,-1.000000,-0.750000,ManualControl,Disabled
03:58:58.353 PM 02/22/2015,Autonomous Enabled,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.250000,0.000000,-1.000000,-0.750000,ManualControl,Disabled
03:58:58.453 PM 02/22/2015,Autonomous Enabled,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.250000,0.000000,-1.000000,-0.750000,ManualControl,Disabled
03:58:58.554 PM 02/22/2015,Autonomous Enabled,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.250000,0.000000,-1.000000,-0.750000,ManualControl,Disabled
03:58:58.654 PM 02/22/2015,Autonomous Enabled,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.250000,0.000000,-1.000000,-0.750000,ManualControl,Disabled
03:58:58.755 PM 02/22/2015,Autonomous Enabled,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.250000,0.000000,-1.000000,-0.750000,ManualControl,Disabled
03:58:58.856 PM 02/22/2015,Autonomous Enabled,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.250000,0.000000,-1.000000,-0.750000,ManualControl,Disabled
03:58:58.956 PM 02/22/2015,Autonomous Enabled,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.250000,0.000000,-1.000000,-0.750000,ManualControl,Disabled
03:58:59.057 PM 02/22/2015,Autonomous Enabled,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.250000,0.000000,-1.000000,-0.750000,ManualControl,Disabled
03:58:59.158 PM 02/22/2015,Autonomous Enabled,0.500000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,2.250000,0.000000,-1.000000,-0.750000,ManualControl,Disabled
03:58:59.258 PM 02/22/2015,Autonomous Enabled,0.500000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,2.250000,0.000000,-1.000000,-0.750000,ManualControl,Disabled
03:58:59.360 PM 02/22/2015,Autonomous Enabled,0.500000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,2.250000,0.000000,-1.000000,-0.750000,ManualControl,Disabled
03:58:59.461 PM 02/22/2015,Autonomous Enabled,0.500000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,2.250000,0.000000,-1.000000,-0.750000,ManualControl,Disabled
03:58:59.562 PM 02/22/2015,Autonomous Enabled,0.500000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,2.250000,0.000000,-1.000000,-0.750000,ManualControl,Disabled
03:58:59.662 PM 02/22/2015,Autonomous Enabled,0.526217,0.000000,0.473783,0.000000,0.000000,0.000000,0.000000,0.000000,2.250000,0.000000,-1.000000,-0.750000,ManualControl,Disabled
03:58:59.763 PM 02/22/2015,Autonomous Enabled,0.521887,0.000000,0.478113,0.000000,0.000000,0.000000,0.000000,0.000000,2.250000,0.000000,-1.000000,-0.750000,ManualControl,Disabled
03:58:59.863 PM 02/22/2015,Autonomous Enabled,0.521475,0.000000,0.478525,0.000000,0.000000,0.000000,0.000000,0.000000,2.250000,0.000000,-1.000000,-1.000000,ManualControl,Disabled
03:58:59.964 PM 02/22/2015,Autonomous Enabled,0.520394,0.000000,0.479606,0.000000,0.000000,0.000000,0.000000,0.000000,2.250000,0.000000,-1.000000,-1.000000,ManualControl,Disabled
03:59:00.064 PM 02/22/2015,Autonomous Enabled,0.521872,0.000000,0.478128,0.000000,0.000000,0.000000,0.000000,0.000000,2.250000,0.000000,-1.000000,-1.000000,ManualControl,Disabled
03:59:00.166 PM 02/22/2015,Autonomous Enabled,0.520756,0.000000,0.479244,0.000000,0.000000,0.000000,0.000000,0.000000,2.250000,0.000000,-1.000000,-1.000000,ManualControl,Disabled
03:59:00.266 PM 02/22/2015,Autonomous Enabled,0.519230,0.000000,0.480770,0.000000,0.000000,0.000000,0.000000,0.000000,2.250000,0.000000,-1.000000,-1.000000,ManualControl,Disabled
03:59:00.367 PM 02/22/2015,Autonomous Enabled,0.516053,0.000000,0.483947,0.000000,0.000000,0.000000,0.000000,0.000000,2.250000,0.000000,-1.000000,-2.000000,ManualControl,Disabled
03:59:00.467 PM 02/22/2015,Autonomous Enabled,0.510782,0.000000,0.489218,0.000000,0.000000,0.000000,0.000000,0.000000,2.250000,0.000000,-1.000000,-2.000000,ManualControl,Disabled
03:59:00.569 PM 02/22/2015,Autonomous Enabled,0.507084,0.000000,0.492916,0.000000,0.000000,0.000000,0.000000,0.000000,2.250000,0.000000,-1.000000,-2.000000,ManualControl,Disabled
03:59:00.669 PM 02/22/2015,Autonomous Enabled,0.503030,0.000000,0.496970,0.000000,0.000000,0.000000,0.000000,0.000000,2.250000,0.000000,-1.000000,-2.000000,ManualControl,Disabled
03:59:00.771 PM 02/22/2015,Autonomous Enabled,0.499955,0.000000,0.500045,0.000000,0.000000,0.000000,0.000000,0.000000,2.250000,0.000000,-1.000000,-2.000000,ManualControl,Disabled
03:59:00.871 PM 02/22/2015,Autonomous Enabled,0.505282,0.000000,0.494718,0.000000,0.000000,0.000000,0.000000,0.000000,2.250000,0.000000,-1.000000,-2.000000,ManualControl,Disabled
03:59:00.971 PM 02/22/2015,Autonomous Enabled,0.507038,0.000000,0.492962,0.000000,0.000000,0.000000,0.000000,0.000000,2.250000,0.000000,-1.000000,-2.000000,ManualControl,Disabled
