Time,RobotMode,LeftMotorValue,JoyOneAxis1,RightMotorValue,JoyOneAxis4,JoyOneAxis5,StrafeMotorValue,JoyTwoAxis1,ElevatorMotorValue,ElevatorAmperage,JoyTwoAxis5,PIDTarget, PIDCurrentValue,
PIDCurrentState,AutoStackState
06:10:10.972 PM 02/21/2015,Teleop Enabled,-0.000000,0.015748,0.000000,0.102362,0.015748,0.000000,-0.047244,0.150000,2.250000,0.023622,0.000000,0.250000,ResetBack,Disabled
06:10:11.073 PM 02/21/2015,Teleop Enabled,-0.000000,0.015748,0.000000,0.102362,0.015748,0.000000,-0.047244,0.000000,2.250000,0.023622,0.000000,0.750000,ZeroEncoderAndTarget,Disabled
06:10:11.174 PM 02/21/2015,Teleop Enabled,-0.000000,0.015748,0.000000,0.102362,0.015748,0.000000,-0.047244,-0.009108,2.250000,0.023622,0.000000,0.250000,PIDControl,Disabled
06:10:11.274 PM 02/21/2015,Teleop Enabled,-0.000000,0.015748,0.000000,0.102362,0.015748,0.000000,-0.047244,-0.009198,2.250000,0.023622,0.000000,0.250000,PIDControl,Disabled
06:10:11.378 PM 02/21/2015,Teleop Enabled,-0.000000,0.015748,0.000000,0.102362,0.015748,0.000000,-0.047244,-0.009288,2.250000,0.023622,0.000000,0.250000,PIDControl,Disabled
06:10:11.479 PM 02/21/2015,Teleop Enabled,-0.000000,0.015748,0.000000,0.102362,0.015748,0.000000,-0.047244,-0.009378,2.250000,0.023622,0.000000,0.250000,PIDControl,Disabled
06:10:11.580 PM 02/21/2015,Teleop Enabled,-0.000000,0.015748,0.000000,0.102362,0.015748,0.000000,-0.047244,-0.018522,2.250000,0.023622,0.000000,0.500000,PIDControl,Disabled
06:10:11.683 PM 02/21/2015,Teleop Enabled,-0.000000,0.015748,0.000000,0.102362,0.015748,0.000000,-0.047244,-0.009666,2.250000,0.023622,0.000000,0.250000,PIDControl,Disabled
06:10:11.790 PM 02/21/2015,Teleop Enabled,-0.000000,0.015748,0.000000,0.102362,0.015748,0.000000,-0.047244,-0.009774,2.250000,0.023622,0.000000,0.250000,PIDControl,Disabled
06:10:11.891 PM 02/21/2015,Teleop Enabled,-0.000000,0.015748,0.000000,0.102362,0.015748,0.000000,-0.047244,-0.009864,2.250000,0.023622,0.000000,0.250000,PIDControl,Disabled
06:10:11.992 PM 02/21/2015,Teleop Enabled,-0.000000,0.015748,0.000000,0.102362,0.015748,0.000000,-0.047244,-0.009954,2.250000,0.023622,0.000000,0.250000,PIDControl,Disabled
06:10:12.093 PM 02/21/2015,Teleop Enabled,-0.000000,0.015748,0.000000,0.102362,0.015748,0.000000,-0.047244,-0.010044,2.250000,0.023622,0.000000,0.250000,PIDControl,Disabled
06:10:12.192 PM 02/21/2015,Teleop Enabled,-0.000000,0.015748,0.000000,0.102362,0.015748,0.000000,-0.047244,-0.009036,2.250000,0.023622,0.000000,0.250000,PIDControl,Disabled
06:10:12.292 PM 02/21/2015,Teleop Enabled,-0.000000,0.015748,0.000000,0.102362,0.015748,0.000000,-0.047244,-0.009126,2.250000,0.023622,0.000000,0.250000,PIDControl,Disabled
06:10:12.393 PM 02/21/2015,Teleop Enabled,-0.000000,0.015748,0.000000,0.102362,0.015748,0.000000,-0.047244,-0.009216,2.250000,0.023622,0.000000,0.250000,PIDControl,Disabled
06:10:12.493 PM 02/21/2015,Teleop Enabled,-0.000000,0.015748,0.000000,0.102362,0.015748,0.000000,-0.047244,-0.009306,2.250000,0.023622,0.000000,0.250000,PIDControl,Disabled
06:10:12.594 PM 02/21/2015,Teleop Enabled,-0.000000,0.015748,0.000000,0.102362,0.015748,0.000000,-0.047244,-0.009396,2.250000,0.023622,0.000000,0.250000,PIDControl,Disabled
06:10:12.695 PM 02/21/2015,Teleop Enabled,-0.000000,0.015748,0.000000,0.102362,0.015748,0.000000,-0.047244,-0.009486,2.250000,0.023622,0.000000,0.250000,PIDControl,Disabled
06:10:12.796 PM 02/21/2015,Teleop Enabled,-0.000000,0.015748,0.000000,0.102362,0.015748,0.000000,-0.047244,-0.009576,2.250000,0.023622,0.000000,0.250000,PIDControl,Disabled
06:10:12.896 PM 02/21/2015,Teleop Enabled,-0.000000,0.015748,0.000000,0.102362,0.015748,0.000000,-0.047244,-0.009666,2.250000,0.023622,0.000000,0.250000,PIDControl,Disabled
06:10:12.997 PM 02/21/2015,Teleop Enabled,-0.000000,0.015748,0.000000,0.102362,0.015748,0.000000,-0.047244,-0.009756,2.250000,0.023622,0.000000,0.250000,PIDControl,Disabled
06:10:13.098 PM 02/21/2015,Teleop Enabled,-0.000000,0.015748,0.000000,0.102362,0.015748,0.000000,-0.047244,-0.009846,2.250000,0.023622,0.000000,0.250000,PIDControl,Disabled
06:10:13.199 PM 02/21/2015,Teleop Enabled,-0.000000,0.015748,0.000000,0.102362,0.015748,0.000000,-0.047244,-0.009936,2.250000,0.023622,0.000000,0.250000,PIDControl,Disabled
06:10:13.300 PM 02/21/2015,Teleop Enabled,-0.000000,0.015748,0.000000,0.102362,0.015748,0.000000,-0.047244,-0.010026,2.250000,0.023622,0.000000,0.250000,PIDControl,Disabled
06:10:13.400 PM 02/21/2015,Teleop Enabled,-0.000000,0.015748,0.000000,0.102362,0.015748,0.000000,-0.047244,-0.009018,2.250000,0.023622,0.000000,0.250000,PIDControl,Disabled
06:10:13.501 PM 02/21/2015,Teleop Enabled,-0.000000,0.015748,0.000000,0.102362,0.015748,0.000000,-0.047244,-0.009108,2.250000,0.023622,0.000000,0.250000,PIDControl,Disabled
06:10:13.602 PM 02/21/2015,Teleop Enabled,-0.000000,0.015748,0.000000,0.102362,0.015748,0.000000,-0.047244,-0.009198,2.250000,0.023622,0.000000,0.250000,PIDControl,Disabled
06:10:13.702 PM 02/21/2015,Teleop Enabled,-0.000000,0.015748,0.000000,0.102362,0.015748,0.000000,-0.047244,-0.009288,2.250000,0.023622,0.000000,0.250000,PIDControl,Disabled
06:10:13.803 PM 02/21/2015,Teleop Enabled,-0.000000,0.015748,0.000000,0.102362,0.015748,0.000000,-0.047244,-0.009378,2.250000,0.023622,0.000000,0.250000,PIDControl,Disabled
06:10:13.904 PM 02/21/2015,Teleop Enabled,-0.000000,0.015748,0.000000,0.102362,0.015748,0.000000,-0.047244,-0.009468,2.250000,0.023622,0.000000,0.250000,PIDControl,Disabled
06:10:14.005 PM 02/21/2015,Teleop Enabled,-0.000000,0.015748,0.000000,0.102362,0.015748,0.000000,-0.047244,-0.009558,2.250000,0.023622,0.000000,0.250000,PIDControl,Disabled
06:10:14.105 PM 02/21/2015,Teleop Enabled,-0.000000,0.015748,0.000000,0.102362,0.015748,0.000000,-0.047244,-0.009648,2.250000,0.023622,0.000000,0.250000,PIDControl,Disabled
06:10:14.206 PM 02/21/2015,Teleop Enabled,-0.000000,0.015748,0.000000,0.102362,0.015748,0.000000,-0.047244,-0.009738,2.250000,0.023622,0.000000,0.250000,PIDControl,Disabled
06:10:14.307 PM 02/21/2015,Teleop Enabled,-0.000000,0.015748,0.000000,0.102362,0.015748,0.000000,-0.047244,-0.009828,2.250000,0.023622,0.000000,0.250000,PIDControl,Disabled
