Time,RobotMode,AutoToRun,LoopTime,BatteryVoltage,Gyro,LeftMotor,LeftEncoder,RightMotor,RightEncoder,PIDTarget,PIDCurrent,PIDINPosition,ElevatorMotorValue,ElevatorAmperage,TopOvertravel,ButtomOvertravel,PIDCurrentState,AutoStackState,GripperState,CompressorStatus,CompressorAmperage
12:51:27.496 PM 03/28/2015,Teleop Enabled,0.000000,29.000000,12.850000,0.304456,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,TRUE,0.000000,0.000000,TRUE,TRUE,PIDControl,Disabled,FALSE,FALSE,0.000000
12:51:27.597 PM 03/28/2015,Teleop Enabled,0.000000,21.000000,12.400000,0.303885,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,TRUE,0.000000,0.000000,TRUE,TRUE,PIDControl,Disabled,FALSE,TRUE,13.156250
12:51:27.698 PM 03/28/2015,Teleop Enabled,0.000000,26.000000,12.550000,0.330172,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,TRUE,0.000000,0.000000,TRUE,TRUE,PIDControl,Disabled,FALSE,TRUE,9.281250
12:51:27.800 PM 03/28/2015,Teleop Enabled,0.000000,30.000000,12.600000,0.320052,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,TRUE,0.000000,0.000000,TRUE,TRUE,PIDControl,Disabled,FALSE,TRUE,8.500000
12:51:27.900 PM 03/28/2015,Teleop Enabled,0.000000,28.000000,12.550000,0.314870,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,TRUE,0.000000,0.000000,TRUE,TRUE,PIDControl,Disabled,FALSE,TRUE,8.406250
12:51:28.001 PM 03/28/2015,Teleop Enabled,0.000000,29.000000,12.550000,0.318719,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,TRUE,0.000000,0.000000,TRUE,TRUE,PIDControl,Disabled,FALSE,TRUE,8.343750
12:51:28.102 PM 03/28/2015,Teleop Enabled,0.000000,31.000000,12.600000,0.319840,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,TRUE,0.000000,0.000000,TRUE,TRUE,PIDControl,Disabled,FALSE,TRUE,8.343750
12:51:28.203 PM 03/28/2015,Teleop Enabled,0.000000,9.000000,12.550000,0.327486,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,TRUE,0.000000,0.000000,TRUE,TRUE,PIDControl,Disabled,FALSE,TRUE,8.406250
12:51:28.303 PM 03/28/2015,Teleop Enabled,0.000000,16.000000,12.550000,0.329092,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,TRUE,0.000000,0.000000,TRUE,TRUE,PIDControl,Disabled,FALSE,TRUE,8.406250
12:51:28.404 PM 03/28/2015,Teleop Enabled,0.000000,12.000000,12.600000,0.335101,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,TRUE,0.000000,0.000000,TRUE,TRUE,PIDControl,Disabled,FALSE,TRUE,8.468750
12:51:28.505 PM 03/28/2015,Teleop Enabled,0.000000,19.000000,12.550000,0.337418,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,TRUE,0.000000,0.000000,TRUE,TRUE,PIDControl,Disabled,FALSE,TRUE,8.343750
12:51:28.605 PM 03/28/2015,Teleop Enabled,0.000000,20.000000,12.550000,0.334684,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,TRUE,0.000000,0.000000,TRUE,TRUE,PIDControl,Disabled,FALSE,TRUE,8.406250
12:51:28.706 PM 03/28/2015,Teleop Enabled,0.000000,17.000000,12.550000,0.338765,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,TRUE,0.000000,0.000000,TRUE,TRUE,PIDControl,Disabled,FALSE,TRUE,8.468750
