Time,RobotMode,AutoToRun,LoopTime,BatteryVoltage,Gyro,LeftMotor,LeftEncoder,RightMotor,RightEncoder,PIDTarget,PIDCurrent,PIDINPosition,ElevatorMotorValue,ElevatorAmperage,TopOvertravel,ButtomOvertravel,PIDCurrentState,AutoStackState,GripperState,CompressorStatus,CompressorAmperage, ErrorStatus, ErrorCode, ErrorSource
05:34:58.123 PM 04/22/2015,Teleop Enabled,0.000000,26.000000,12.100000,358.693588,-0.000000,0.824668,0.000000,1.610066,-1.000000,-31.750000,FALSE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,TRUE,0.968750,TRUE,-44018.000000,WPI_JoystickSetOutputs.vi
05:34:58.224 PM 04/22/2015,Teleop Enabled,0.000000,15.000000,12.600000,358.681232,-0.000000,0.824668,0.000000,1.610066,-1.000000,0.500000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,TRUE,6.906250,TRUE,-44018.000000,WPI_JoystickSetOutputs.vi
05:34:58.327 PM 04/22/2015,Teleop Enabled,0.000000,19.000000,12.700000,358.686393,-0.000000,0.824668,0.000000,1.610066,-1.000000,0.250000,TRUE,0.000000,5.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,TRUE,6.281250,TRUE,-44018.000000,WPI_JoystickSetOutputs.vi
05:34:58.426 PM 04/22/2015,Teleop Enabled,0.000000,22.000000,12.650000,358.671357,-0.000000,0.824668,0.000000,1.610066,-1.000000,0.250000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,TRUE,6.250000,TRUE,-44018.000000,WPI_JoystickSetOutputs.vi
05:34:58.532 PM 04/22/2015,Teleop Enabled,0.000000,19.000000,12.650000,358.671176,-0.000000,0.824668,0.000000,1.610066,-1.000000,0.250000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,TRUE,6.343750,TRUE,-44003.000000,WPI_CameraIssue HTTP Request with Authentication.vi>>WPI_CameraIssue Get.vi>>WPI_CameraSet Image Appearance Property.vi>>WPI_CameraSet Image Size.vi>>Vision Processing.vi>>Robot Main.vi
<time>Thu 05 Mar 2015 08:14:55 PM EST<unique#>10
05:34:58.633 PM 04/22/2015,Teleop Enabled,0.000000,19.000000,12.650000,358.657713,-0.000000,0.824668,0.000000,1.610066,-1.000000,0.250000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,TRUE,6.343750,TRUE,-44018.000000,WPI_JoystickSetOutputs.vi
05:34:58.733 PM 04/22/2015,Teleop Enabled,0.000000,12.000000,12.550000,358.653338,-0.000000,0.824668,0.000000,1.610066,-1.000000,0.250000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,TRUE,6.281250,TRUE,-44018.000000,WPI_JoystickSetOutputs.vi
05:34:58.834 PM 04/22/2015,Teleop Enabled,0.000000,20.000000,12.600000,358.671487,-0.000000,0.824668,0.000000,1.610066,-1.000000,0.250000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,TRUE,6.343750,TRUE,-44018.000000,WPI_JoystickSetOutputs.vi
05:34:58.934 PM 04/22/2015,Teleop Enabled,0.000000,20.000000,12.600000,358.689336,-0.000000,0.824668,0.000000,1.610066,-1.000000,0.250000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,TRUE,6.343750,TRUE,-44018.000000,WPI_JoystickSetOutputs.vi
05:34:59.036 PM 04/22/2015,Teleop Enabled,0.000000,18.000000,12.550000,358.684598,-0.000000,0.824668,0.000000,1.610066,-1.000000,0.250000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,TRUE,6.375000,TRUE,-44018.000000,WPI_JoystickSetOutputs.vi
05:34:59.138 PM 04/22/2015,Teleop Enabled,0.000000,19.000000,12.600000,358.694582,-0.000000,0.824668,0.000000,1.610066,-1.000000,0.250000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,TRUE,6.468750,TRUE,-44018.000000,WPI_JoystickSetOutputs.vi
05:34:59.238 PM 04/22/2015,Teleop Enabled,0.000000,10.000000,12.600000,358.692142,-0.000000,0.824668,0.000000,1.610066,-1.000000,0.250000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,TRUE,6.406250,TRUE,-44018.000000,WPI_JoystickSetOutputs.vi
05:34:59.340 PM 04/22/2015,Teleop Enabled,0.000000,17.000000,12.600000,358.696240,-0.000000,0.824668,0.000000,1.610066,-1.000000,0.250000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,TRUE,6.406250,TRUE,-44018.000000,WPI_JoystickSetOutputs.vi
05:34:59.440 PM 04/22/2015,Teleop Enabled,0.000000,18.000000,12.550000,358.686844,-0.000000,0.824668,0.000000,1.610066,-1.000000,0.250000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,TRUE,6.468750,TRUE,-44018.000000,WPI_JoystickSetOutputs.vi
05:34:59.540 PM 04/22/2015,Teleop Enabled,0.000000,17.000000,12.600000,358.679570,-0.000000,0.824668,0.000000,1.610066,-1.000000,0.250000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,TRUE,6.500000,TRUE,-44018.000000,WPI_JoystickSetOutputs.vi
05:34:59.641 PM 04/22/2015,Teleop Enabled,0.000000,16.000000,12.550000,358.685607,-0.000000,0.824668,0.000000,1.610066,-1.000000,0.250000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,TRUE,6.500000,TRUE,-44018.000000,WPI_JoystickSetOutputs.vi
05:34:59.741 PM 04/22/2015,Teleop Enabled,0.000000,16.000000,12.600000,358.701610,-0.000000,0.824668,0.000000,1.610066,-1.000000,0.250000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,TRUE,6.500000,TRUE,-44018.000000,WPI_JoystickSetOutputs.vi
05:34:59.842 PM 04/22/2015,Teleop Enabled,0.000000,15.000000,12.550000,358.696500,-0.000000,0.824668,0.000000,1.610066,-1.000000,0.250000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,TRUE,6.500000,TRUE,-44018.000000,WPI_JoystickSetOutputs.vi
05:34:59.942 PM 04/22/2015,Teleop Enabled,0.000000,9.000000,12.550000,358.681929,-0.000000,0.824668,0.000000,1.610066,-1.000000,0.250000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,TRUE,6.500000,TRUE,-44018.000000,WPI_JoystickSetOutputs.vi
05:35:00.042 PM 04/22/2015,Teleop Enabled,0.000000,25.000000,12.550000,358.669457,-0.000000,0.824668,0.000000,1.610066,-1.000000,0.250000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,TRUE,6.500000,TRUE,-44018.000000,WPI_JoystickSetOutputs.vi
05:35:00.142 PM 04/22/2015,Teleop Enabled,0.000000,16.000000,12.550000,358.664138,-0.000000,0.824668,0.000000,1.610066,-1.000000,0.250000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,TRUE,6.500000,TRUE,-44018.000000,WPI_JoystickSetOutputs.vi
05:35:00.243 PM 04/22/2015,Teleop Enabled,0.000000,22.000000,12.600000,358.670650,-0.000000,0.824668,0.000000,1.610066,-1.000000,0.250000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,TRUE,6.500000,TRUE,-44018.000000,WPI_JoystickSetOutputs.vi
05:35:00.343 PM 04/22/2015,Teleop Enabled,0.000000,22.000000,12.600000,358.660734,-0.000000,0.824668,0.000000,1.610066,-1.000000,0.250000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,TRUE,6.500000,TRUE,-44018.000000,WPI_JoystickSetOutputs.vi
05:35:00.443 PM 04/22/2015,Teleop Enabled,0.000000,26.000000,12.550000,358.665253,-0.000000,0.824668,0.000000,1.610066,-1.000000,0.250000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,TRUE,6.562500,TRUE,-44018.000000,WPI_JoystickSetOutputs.vi
05:35:00.542 PM 04/22/2015,Teleop Enabled,0.000000,19.000000,12.550000,358.671217,-0.000000,0.824668,0.000000,1.610066,-1.000000,0.250000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,TRUE,6.593750,TRUE,-44018.000000,WPI_JoystickSetOutputs.vi
05:35:00.642 PM 04/22/2015,Teleop Enabled,0.000000,23.000000,12.500000,358.684725,-0.000000,0.824668,0.000000,1.610066,-1.000000,0.250000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,TRUE,6.562500,TRUE,-44018.000000,WPI_JoystickSetOutputs.vi
