Time,RobotMode,AutoToRun,LoopTime,BatteryVoltage,Gyro,LeftMotor,LeftEncoder,RightMotor,RightEncoder,PIDTarget,PIDCurrent,PIDINPosition,ElevatorMotorValue,ElevatorAmperage,TopOvertravel,ButtomOvertravel,PIDCurrentState,AutoStackState,GripperState,CompressorStatus,CompressorAmperage, ErrorStatus, ErrorCode, ErrorSource
06:06:52.017 PM 04/22/2015,Teleop Enabled,0.000000,23.000000,13.350000,0.322434,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,FALSE,0.968750,TRUE,-44018.000000,WPI_JoystickSetOutputs.vi
06:06:52.118 PM 04/22/2015,Teleop Enabled,0.000000,20.000000,13.350000,0.314911,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,TRUE,0.968750,TRUE,-44018.000000,WPI_JoystickSetOutputs.vi
06:06:52.218 PM 04/22/2015,Teleop Enabled,0.000000,20.000000,13.100000,0.305566,-0.000000,0.000000,0.000000,0.000000,-1.000000,1.250000,TRUE,0.000000,1.750000,TRUE,FALSE,ManualControl,Disabled,FALSE,TRUE,6.781250,TRUE,-44018.000000,WPI_JoystickSetOutputs.vi
06:06:52.318 PM 04/22/2015,Teleop Enabled,0.000000,19.000000,13.100000,0.312696,-0.000000,0.000000,0.000000,0.000000,-1.000000,1.000000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,TRUE,6.406250,TRUE,-44018.000000,WPI_JoystickSetOutputs.vi
06:06:52.418 PM 04/22/2015,Teleop Enabled,0.000000,20.000000,13.100000,0.316203,-0.000000,0.000000,0.000000,0.000000,-1.000000,1.000000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,TRUE,6.281250,TRUE,-44018.000000,WPI_JoystickSetOutputs.vi
06:06:52.519 PM 04/22/2015,Teleop Enabled,0.000000,21.000000,13.150000,0.319905,-0.000000,0.000000,0.000000,0.000000,-1.000000,1.000000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,TRUE,6.281250,TRUE,-44018.000000,WPI_JoystickSetOutputs.vi
06:06:52.619 PM 04/22/2015,Teleop Enabled,0.000000,25.000000,13.100000,0.325644,-0.000000,0.000000,0.000000,0.000000,-1.000000,1.000000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,TRUE,6.343750,TRUE,-44018.000000,WPI_JoystickSetOutputs.vi
06:06:52.719 PM 04/22/2015,Teleop Enabled,0.000000,20.000000,13.050000,0.319884,-0.000000,0.000000,0.000000,0.000000,-1.000000,1.000000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,TRUE,6.375000,TRUE,-44018.000000,WPI_JoystickSetOutputs.vi
06:06:52.819 PM 04/22/2015,Teleop Enabled,0.000000,23.000000,13.100000,0.328265,-0.000000,0.000000,0.000000,0.000000,-1.000000,1.000000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,TRUE,6.406250,TRUE,-44018.000000,WPI_JoystickSetOutputs.vi
06:06:52.919 PM 04/22/2015,Teleop Enabled,0.000000,20.000000,13.100000,0.324782,-0.000000,0.000000,0.000000,0.000000,-1.000000,1.000000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,TRUE,6.406250,TRUE,-44018.000000,WPI_JoystickSetOutputs.vi
06:06:53.019 PM 04/22/2015,Teleop Enabled,0.000000,19.000000,13.050000,0.318237,-0.000000,0.000000,0.000000,0.000000,-1.000000,1.000000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,TRUE,6.468750,TRUE,-44018.000000,WPI_JoystickSetOutputs.vi
06:06:53.119 PM 04/22/2015,Teleop Enabled,0.000000,20.000000,13.100000,0.318018,-0.000000,0.000000,0.000000,0.000000,-1.000000,1.000000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,TRUE,6.500000,TRUE,-44018.000000,WPI_JoystickSetOutputs.vi
