Time,RobotMode,AutoToRun,LoopTime,BatteryVoltage,Gyro,LeftMotor,LeftEncoder,RightMotor,RightEncoder,PIDTarget,PIDCurrent,PIDINPosition,ElevatorMotorValue,ElevatorAmperage,TopOvertravel,ButtomOvertravel,PIDCurrentState,AutoStackState,GripperState,CompressorStatus,CompressorAmperage
07:58:52.965 PM 03/26/2015,Teleop Enabled,0.000000,21.000000,10.450000,359.969843,-0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,TRUE,0.300000,0.000000,TRUE,TRUE,ResetBack,Disabled,FALSE,TRUE,1.781250
07:58:53.066 PM 03/26/2015,Teleop Enabled,0.000000,21.000000,9.700000,359.963154,-0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,FALSE,0.300000,3.000000,TRUE,TRUE,ResetBack,Disabled,FALSE,TRUE,8.656250
07:58:53.166 PM 03/26/2015,Teleop Enabled,0.000000,19.000000,10.000000,359.965554,-0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,TRUE,0.521750,2.875000,TRUE,TRUE,PIDControl,Disabled,FALSE,TRUE,7.593750
07:58:53.268 PM 03/26/2015,Teleop Enabled,0.000000,20.000000,9.900000,359.957187,-0.000000,0.000000,0.000000,0.000000,0.000000,-1.750000,TRUE,0.060750,3.000000,TRUE,TRUE,PIDControl,Disabled,FALSE,TRUE,7.531250
07:58:53.368 PM 03/26/2015,Teleop Enabled,0.000000,20.000000,9.950000,359.960300,-0.000000,0.000000,0.000000,0.000000,0.000000,-1.750000,TRUE,0.065125,0.000000,TRUE,TRUE,PIDControl,Disabled,FALSE,TRUE,7.781250
07:58:53.468 PM 03/26/2015,Teleop Enabled,0.000000,21.000000,10.000000,359.965902,-0.000000,0.000000,0.000000,0.000000,0.000000,-1.750000,TRUE,0.069500,0.000000,TRUE,TRUE,PIDControl,Disabled,FALSE,TRUE,7.843750
07:58:53.568 PM 03/26/2015,Teleop Enabled,0.000000,22.000000,9.950000,359.955057,-0.000000,0.000000,0.000000,0.000000,0.000000,-1.750000,TRUE,0.072125,0.000000,TRUE,TRUE,PIDControl,Disabled,FALSE,TRUE,7.875000
07:58:53.670 PM 03/26/2015,Teleop Enabled,0.000000,20.000000,9.950000,359.961650,-0.000000,0.000000,0.000000,0.000000,0.000000,-1.750000,TRUE,0.076500,0.000000,TRUE,TRUE,PIDControl,Disabled,FALSE,TRUE,7.937500
07:58:53.770 PM 03/26/2015,Teleop Enabled,0.000000,20.000000,9.950000,359.961247,-0.000000,0.000000,0.000000,0.000000,0.000000,-1.750000,TRUE,0.080875,0.000000,TRUE,TRUE,PIDControl,Disabled,FALSE,TRUE,7.875000
07:58:53.871 PM 03/26/2015,Teleop Enabled,0.000000,19.000000,10.000000,359.965338,-0.000000,0.000000,0.000000,0.000000,0.000000,-1.750000,TRUE,0.085250,0.000000,TRUE,TRUE,PIDControl,Disabled,FALSE,TRUE,7.687500
07:58:53.972 PM 03/26/2015,Teleop Enabled,0.000000,19.000000,10.050000,359.960560,-0.000000,0.000000,0.000000,0.000000,0.000000,-1.750000,TRUE,0.089625,0.000000,TRUE,TRUE,PIDControl,Disabled,FALSE,TRUE,7.687500
07:58:54.073 PM 03/26/2015,Teleop Enabled,0.000000,20.000000,10.100000,359.966699,-0.000000,0.000000,0.000000,0.000000,0.000000,-1.750000,TRUE,0.094000,0.000000,TRUE,TRUE,PIDControl,Disabled,FALSE,TRUE,7.937500
07:58:54.173 PM 03/26/2015,Teleop Enabled,0.000000,7.000000,10.050000,359.973665,-0.000000,0.000000,0.000000,0.000000,0.000000,-1.750000,TRUE,0.098375,0.000000,TRUE,TRUE,PIDControl,Disabled,FALSE,TRUE,7.625000
07:58:54.275 PM 03/26/2015,Teleop Enabled,0.000000,20.000000,10.000000,359.976143,-0.000000,0.000000,0.000000,0.000000,0.000000,-1.750000,TRUE,0.103625,0.000000,TRUE,TRUE,PIDControl,Disabled,TRUE,TRUE,7.937500
