Time,RobotMode,AutoToRun,LoopTime,BatteryVoltage,Gyro,LeftMotor,LeftEncoder,RightMotor,RightEncoder,PIDTarget,PIDCurrent,PIDINPosition,ElevatorMotorValue,ElevatorAmperage,TopOvertravel,ButtomOvertravel,PIDCurrentState,AutoStackState,GripperState,CompressorStatus,CompressorAmperage, ErrorStatus, ErrorCode, ErrorSource
08:38:10.617 PM 04/22/2015,Autonomous Enabled,10.000000,15.000000,12.750000,350.858032,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,TRUE,0.300000,0.000000,TRUE,TRUE,ResetBack,Disabled,FALSE,FALSE,0.968750,TRUE,-44018.000000,WPI_JoystickSetOutputs.vi
08:38:10.717 PM 04/22/2015,Autonomous Enabled,10.000000,12.000000,12.350000,350.832178,0.000000,0.000000,0.000000,0.000000,0.000000,0.750000,TRUE,0.300000,2.250000,TRUE,TRUE,ResetBack,Disabled,FALSE,TRUE,14.218750,TRUE,-44018.000000,WPI_JoystickSetOutputs.vi
08:38:10.817 PM 04/22/2015,Autonomous Enabled,10.000000,16.000000,12.400000,350.800172,0.000000,0.000000,0.000000,0.000000,0.000000,1.250000,TRUE,0.300000,3.375000,TRUE,TRUE,ResetBack,Disabled,FALSE,TRUE,9.250000,TRUE,-44018.000000,WPI_JoystickSetOutputs.vi
08:38:10.916 PM 04/22/2015,Autonomous Enabled,10.000000,20.000000,12.400000,350.841779,0.000000,0.039270,0.000000,0.000000,0.000000,1.500000,TRUE,0.300000,2.500000,TRUE,TRUE,ResetBack,Disabled,FALSE,TRUE,9.281250,TRUE,-44018.000000,WPI_JoystickSetOutputs.vi
08:38:11.017 PM 04/22/2015,Autonomous Enabled,10.000000,17.000000,12.450000,350.829936,0.000000,0.039270,0.000000,0.000000,0.000000,1.500000,TRUE,-0.048250,2.125000,TRUE,TRUE,PIDControl,Disabled,FALSE,TRUE,9.468750,TRUE,-44018.000000,WPI_JoystickSetOutputs.vi
08:38:11.117 PM 04/22/2015,Autonomous Enabled,10.000000,16.000000,12.500000,350.811879,0.000000,0.039270,0.000000,0.000000,0.000000,-1.000000,TRUE,0.024500,0.000000,TRUE,TRUE,PIDControl,Disabled,FALSE,TRUE,9.500000,TRUE,-44018.000000,WPI_JoystickSetOutputs.vi
08:38:11.218 PM 04/22/2015,Autonomous Enabled,10.000000,12.000000,12.450000,350.817047,0.000000,0.039270,0.000000,0.000000,0.000000,-2.500000,TRUE,0.077250,0.000000,TRUE,TRUE,PIDControl,Disabled,FALSE,TRUE,9.593750,TRUE,-44018.000000,WPI_JoystickSetOutputs.vi
08:38:11.318 PM 04/22/2015,Autonomous Enabled,10.000000,15.000000,12.400000,350.895178,0.000000,0.000000,0.000000,0.000000,0.000000,-2.500000,TRUE,0.096000,0.000000,TRUE,TRUE,PIDControl,Disabled,FALSE,TRUE,9.562500,TRUE,-44018.000000,WPI_JoystickSetOutputs.vi
08:38:11.419 PM 04/22/2015,Autonomous Enabled,10.000000,15.000000,12.400000,350.871126,0.500000,0.039270,0.500000,0.000000,0.000000,-2.500000,TRUE,0.121000,0.000000,TRUE,TRUE,PIDControl,Disabled,FALSE,TRUE,9.656250,TRUE,-44018.000000,WPI_JoystickSetOutputs.vi
08:38:11.518 PM 04/22/2015,Autonomous Enabled,10.000000,14.000000,12.050000,0.006074,0.500000,0.510509,0.500000,0.549779,0.000000,-2.500000,TRUE,0.146000,1.250000,TRUE,TRUE,PIDControl,Disabled,FALSE,TRUE,9.156250,TRUE,-44018.000000,WPI_JoystickSetOutputs.vi
08:38:11.618 PM 04/22/2015,Autonomous Enabled,10.000000,12.000000,11.850000,0.011413,0.500000,1.884956,0.500000,1.963495,0.000000,-2.250000,TRUE,0.162250,0.000000,TRUE,TRUE,PIDControl,Disabled,FALSE,TRUE,9.375000,TRUE,-44018.000000,WPI_JoystickSetOutputs.vi
08:38:11.718 PM 04/22/2015,Autonomous Enabled,10.000000,14.000000,11.900000,359.955132,0.500000,4.044801,0.500000,4.162610,0.000000,-1.250000,TRUE,0.155250,2.125000,TRUE,TRUE,PIDControl,Disabled,FALSE,TRUE,9.406250,TRUE,-44018.000000,WPI_JoystickSetOutputs.vi
08:38:11.819 PM 04/22/2015,Autonomous Enabled,10.000000,18.000000,11.950000,359.916410,0.500000,6.754424,0.500000,6.872234,0.000000,-0.750000,TRUE,0.151250,1.625000,TRUE,TRUE,PIDControl,Disabled,FALSE,TRUE,9.500000,TRUE,-44018.000000,WPI_JoystickSetOutputs.vi
08:38:11.919 PM 04/22/2015,Autonomous Enabled,10.000000,15.000000,11.900000,359.928404,0.500927,9.621128,0.499073,9.738937,0.000000,-0.750000,TRUE,0.158750,0.875000,TRUE,TRUE,PIDControl,Disabled,FALSE,TRUE,9.468750,TRUE,-44018.000000,WPI_JoystickSetOutputs.vi
08:38:12.019 PM 04/22/2015,Autonomous Enabled,10.000000,13.000000,12.000000,359.649617,0.505797,12.566371,0.494203,12.841260,0.000000,-0.750000,TRUE,0.166250,1.500000,TRUE,TRUE,PIDControl,Disabled,FALSE,TRUE,9.562500,TRUE,-44018.000000,WPI_JoystickSetOutputs.vi
