Time,RobotMode,AutoToRun,LoopTime,BatteryVoltage,Gyro,LeftMotor,LeftEncoder,RightMotor,RightEncoder,PIDTarget,PIDCurrent,PIDINPosition,ElevatorMotorValue,ElevatorAmperage,TopOvertravel,ButtomOvertravel,PIDCurrentState,AutoStackState,GripperState,CompressorStatus,CompressorAmperage
07:31:11.976 PM 04/08/2015,Autonomous Enabled,10.000000,21.000000,12.900000,357.580936,0.000000,0.000000,0.000000,0.000000,-1.000000,0.000000,TRUE,0.300000,0.000000,TRUE,FALSE,ResetBack,Disabled,FALSE,TRUE,18.375000
07:31:12.077 PM 04/08/2015,Autonomous Enabled,10.000000,21.000000,12.850000,357.590995,0.000000,0.000000,0.000000,0.000000,-1.000000,3.500000,TRUE,0.300000,5.000000,TRUE,FALSE,ResetBack,Disabled,FALSE,TRUE,9.562500
07:31:12.178 PM 04/08/2015,Autonomous Enabled,10.000000,20.000000,12.800000,357.609261,0.000000,0.000000,0.000000,0.000000,-1.000000,13.250000,FALSE,0.300000,3.375000,TRUE,FALSE,ResetBack,Disabled,FALSE,TRUE,9.406250
07:31:12.279 PM 04/08/2015,Autonomous Enabled,10.000000,21.000000,12.800000,357.613595,0.000000,0.039270,0.000000,0.000000,-1.000000,20.000000,FALSE,0.300000,2.625000,TRUE,TRUE,ResetBack,Disabled,FALSE,TRUE,9.375000
07:31:12.379 PM 04/08/2015,Autonomous Enabled,10.000000,20.000000,12.850000,357.617437,0.000000,0.039270,0.000000,0.000000,0.000000,0.000000,TRUE,0.617500,3.250000,TRUE,TRUE,PIDControl,Disabled,FALSE,TRUE,9.406250
07:31:12.480 PM 04/08/2015,Autonomous Enabled,10.000000,20.000000,12.650000,357.603775,0.000000,0.000000,0.000000,0.000000,0.000000,-8.250000,FALSE,0.265125,18.125000,TRUE,TRUE,PIDControl,Disabled,FALSE,TRUE,9.500000
07:31:12.581 PM 04/08/2015,Autonomous Enabled,10.000000,21.000000,12.800000,357.609910,0.000000,0.000000,0.000000,-0.039270,0.000000,-1.000000,TRUE,0.042375,3.750000,TRUE,TRUE,PIDControl,Disabled,FALSE,TRUE,9.375000
07:31:12.681 PM 04/08/2015,Autonomous Enabled,10.000000,20.000000,12.850000,357.553199,0.000000,0.000000,0.000000,-0.039270,0.000000,-1.000000,TRUE,0.057375,0.000000,TRUE,TRUE,PIDControl,Disabled,FALSE,TRUE,9.281250
07:31:12.782 PM 04/08/2015,Autonomous Enabled,10.000000,20.000000,12.850000,357.552328,0.000000,0.039270,0.000000,0.000000,0.000000,-1.000000,TRUE,0.059875,0.000000,TRUE,TRUE,PIDControl,Disabled,FALSE,TRUE,9.281250
07:31:12.882 PM 04/08/2015,Autonomous Enabled,10.000000,20.000000,12.850000,357.560398,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,TRUE,0.062375,0.000000,TRUE,TRUE,PIDControl,Disabled,FALSE,TRUE,9.281250
07:31:12.984 PM 04/08/2015,Autonomous Enabled,10.000000,20.000000,12.800000,357.582874,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,TRUE,0.064875,0.000000,TRUE,TRUE,PIDControl,Disabled,FALSE,TRUE,9.343750
07:31:13.084 PM 04/08/2015,Autonomous Enabled,10.000000,19.000000,12.800000,357.587943,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,TRUE,0.067375,0.000000,TRUE,TRUE,PIDControl,Disabled,FALSE,TRUE,9.343750
07:31:13.185 PM 04/08/2015,Autonomous Enabled,10.000000,20.000000,12.800000,357.596693,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,TRUE,0.069875,0.000000,TRUE,TRUE,PIDControl,Disabled,FALSE,TRUE,9.343750
07:31:13.285 PM 04/08/2015,Autonomous Enabled,10.000000,25.000000,12.800000,357.606116,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,TRUE,0.072375,0.000000,TRUE,TRUE,PIDControl,Disabled,FALSE,TRUE,9.375000
07:31:13.386 PM 04/08/2015,Autonomous Enabled,10.000000,20.000000,12.800000,357.614190,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,TRUE,0.074875,0.875000,TRUE,TRUE,PIDControl,Disabled,FALSE,TRUE,9.343750
07:31:13.488 PM 04/08/2015,Autonomous Enabled,10.000000,20.000000,12.750000,357.618209,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,TRUE,0.077375,0.000000,TRUE,TRUE,PIDControl,Disabled,FALSE,TRUE,9.343750
07:31:13.588 PM 04/08/2015,Autonomous Enabled,10.000000,26.000000,12.800000,357.623644,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,TRUE,0.079875,0.000000,TRUE,TRUE,PIDControl,Disabled,FALSE,TRUE,9.281250
07:31:13.690 PM 04/08/2015,Autonomous Enabled,10.000000,21.000000,12.850000,357.619006,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,TRUE,0.082375,1.125000,TRUE,TRUE,PIDControl,Disabled,FALSE,TRUE,9.343750
07:31:13.791 PM 04/08/2015,Autonomous Enabled,10.000000,20.000000,12.750000,357.628945,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,TRUE,0.084875,0.000000,TRUE,TRUE,PIDControl,Disabled,FALSE,TRUE,9.375000
07:31:13.891 PM 04/08/2015,Autonomous Enabled,10.000000,19.000000,12.800000,357.633956,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,TRUE,0.087375,0.000000,TRUE,TRUE,PIDControl,Disabled,FALSE,TRUE,9.343750
07:31:13.993 PM 04/08/2015,Autonomous Enabled,10.000000,20.000000,12.850000,357.632175,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,TRUE,0.089875,1.125000,TRUE,TRUE,PIDControl,Disabled,FALSE,TRUE,9.468750
07:31:14.093 PM 04/08/2015,Autonomous Enabled,10.000000,19.000000,12.800000,357.636769,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,TRUE,0.092375,0.000000,TRUE,TRUE,PIDControl,Disabled,FALSE,TRUE,9.343750
