Time,RobotMode,AutoToRun,LoopTime,BatteryVoltage,Gyro,LeftMotor,LeftEncoder,RightMotor,RightEncoder,PIDTarget,PIDCurrent,PIDINPosition,ElevatorMotorValue,ElevatorAmperage,TopOvertravel,ButtomOvertravel,PIDCurrentState,AutoStackState,GripperState,CompressorStatus,CompressorAmperage, ErrorStatus, ErrorCode, ErrorSource
07:28:58.416 PM 04/15/2015,Teleop Enabled,0.000000,19.000000,12.750000,257.223575,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,FALSE,0.000000,TRUE,-44003.000000,WPI_CameraIssue HTTP Request with Authentication.vi>>WPI_CameraIssue Get.vi>>WPI_CameraSet Image Appearance Property.vi>>WPI_CameraSet Image Size.vi>>Vision Processing.vi>>Robot Main.vi
<time>Wed 15 Apr 2015 07:28:26 PM EDT<unique#>10
07:28:58.517 PM 04/15/2015,Teleop Enabled,0.000000,21.000000,12.400000,246.033515,-0.000000,0.000000,0.000000,0.000000,-1.000000,0.000000,TRUE,0.300000,0.000000,TRUE,FALSE,ResetBack,Disabled,FALSE,TRUE,16.812500,FALSE,0.000000,NO ERROR
07:28:58.616 PM 04/15/2015,Teleop Enabled,0.000000,21.000000,12.500000,234.368710,-0.000000,0.000000,0.000000,0.000000,-1.000000,0.500000,TRUE,0.000000,4.375000,TRUE,FALSE,ManualControl,Disabled,FALSE,TRUE,7.437500,FALSE,0.000000,NO ERROR
07:28:58.716 PM 04/15/2015,Teleop Enabled,0.000000,21.000000,12.550000,222.785270,-0.000000,0.000000,0.000000,0.000000,-1.000000,0.500000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,TRUE,7.250000,FALSE,0.000000,NO ERROR
07:28:58.817 PM 04/15/2015,Teleop Enabled,0.000000,23.000000,12.500000,211.121005,-0.000000,0.000000,0.000000,0.000000,-1.000000,0.500000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,TRUE,7.312500,FALSE,0.000000,NO ERROR
07:28:58.917 PM 04/15/2015,Teleop Enabled,0.000000,20.000000,12.500000,199.478660,-0.000000,0.000000,0.000000,0.000000,-1.000000,0.500000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,TRUE,7.343750,FALSE,0.000000,NO ERROR
07:28:59.018 PM 04/15/2015,Teleop Enabled,0.000000,21.000000,12.500000,187.790801,-0.000000,0.000000,0.000000,0.000000,-1.000000,0.500000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,TRUE,7.406250,FALSE,0.000000,NO ERROR
07:28:59.118 PM 04/15/2015,Teleop Enabled,0.000000,20.000000,12.450000,176.797353,-0.000000,0.000000,0.000000,0.000000,-1.000000,0.500000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,TRUE,7.406250,FALSE,0.000000,NO ERROR
07:28:59.219 PM 04/15/2015,Teleop Enabled,0.000000,22.000000,12.450000,165.298709,-0.000000,0.000000,0.000000,0.000000,-1.000000,0.500000,TRUE,0.000000,0.000000,TRUE,FALSE,ManualControl,Disabled,FALSE,TRUE,7.437500,FALSE,0.000000,NO ERROR
